City/Town,Ward,Pct,PVI_N,PVI
Lunenburg,-,C,-4.6479801802894904,R+5
Lunenburg,-,D,-1.9956071485339677,R+2
Lynn,1,1,1.0554781536339708,D+1
Lynn,1,2,4.199789337619797,D+4
Lynn,1,3,9.731898837255748,D+10
Lynn,1,4,13.16864714743511,D+13
Lynn,2,1,9.222142234984442,D+9
Lynn,2,2,25.079214203810764,D+25
Lynn,2,3,33.95058765335739,D+34
Lynn,2,4,28.3928334538861,D+28
Lynn,3,1,17.101968879261786,D+17
Lynn,3,2,26.174523004599017,D+26
Lynn,3,3,24.191068314958763,D+24
Lynn,3,4,25.41880209376126,D+25
Lynn,4,1,35.491759821835835,D+35
Lynn,4,2,35.21596605766998,D+35
Lynn,4,3,30.35608088334,D+30
Lynn,4,4,23.52707693445968,D+24
Lynn,5,1,19.479891269774352,D+19
Lynn,5,2,34.682944443701345,D+35
Lynn,5,3,36.87265649253442,D+37
Lynn,5,4,24.324107794808803,D+24
Lynn,6,1,24.81304740155038,D+25
Lynn,6,2,32.71473279480881,D+33
Lynn,6,3,29.330336439455728,D+29
Lynn,6,4,29.476600377569582,D+29
Lynn,7,1,16.2217421406032,D+16
Lynn,7,2,18.987655430911953,D+19
Lynn,7,3,19.541958569525974,D+20
Lynn,7,4,18.560218905919925,D+19
Lynnfield,-,1,-8.271876813142603,R+8
Lynnfield,-,2,-6.23838301941812,R+6
Lynnfield,-,3,-8.429786945910111,R+8
Lynnfield,-,4,-14.006008427557903,R+14
Malden,1,1,27.93188943238345,D+28
Malden,1,2,22.497881966079525,D+22
Malden,2,1,22.750447080523095,D+23
Malden,2,2,14.826372619113348,D+15
Malden,3,1,23.24498972516715,D+23
Malden,3,2,19.726148319922963,D+20
Malden,4,1,25.181007398745436,D+25
Malden,4,2,27.136061466137473,D+27
Malden,5,1,25.113709292155285,D+25
Malden,5,2,16.219601065141,D+16
Malden,6,1,18.924540932420452,D+19
Malden,6,2,18.936896290228113,D+19
Malden,7,1,30.799258733985912,D+31
Malden,7,2,25.43035902949865,D+25
Malden,8,1,17.843380237307947,D+18
Malden,8,2,19.500401037180957,D+20
Manchester-by-the-Sea,-,1,10.889972029258566,D+11
Mansfield,-,1,-1.464008297827768,R+1
Mansfield,-,2,1.1760176018434931,D+1
Mansfield,-,3,-0.10801121992415341,EVEN
Mansfield,-,4,0.7911821603226121,D+1
Mansfield,-,5,7.053512436220021,D+7
Mansfield,-,6,8.59148947709043,D+9
Marblehead,-,1,11.594833610939393,D+12
Marblehead,-,2,12.726716658121573,D+13
Marblehead,-,3,11.301686471856698,D+11
Marblehead,-,4,7.042931846941514,D+7
Marblehead,-,5,10.59282154922131,D+11
Marblehead,-,6,9.38340749360399,D+9
Marion,-,1,6.289068008346277,D+6
Marlborough,1,1,13.69372345732548,D+14
Marlborough,1,2,6.046186428894018,D+6
Marlborough,2,1,7.391964602760792,D+7
Marlborough,2,2,11.994654737566835,D+12
Marlborough,3,1,13.838377974500759,D+14
Marlborough,3,2,7.985326987921571,D+8
Marlborough,4,1,11.515580252435932,D+12
Marlborough,4,2,5.8948623108278975,D+6
Marlborough,5,1,17.43435757146158,D+17
Marlborough,5,2,10.304184186498999,D+10
Marlborough,6,1,12.561881686044284,D+13
Marlborough,6,2,5.803415509619903,D+6
Marlborough,7,1,10.919768766031822,D+11
Marlborough,7,2,7.395751524822513,D+7
Marshfield,-,1,-0.5077099889371106,R+1
Marshfield,-,2,-3.8219566249864165,R+4
Marshfield,-,3,0.35359460324165815,EVEN
Marshfield,-,4,-1.6728704075929968,R+2
Marshfield,-,5,-3.4812131511371414,R+3
Marshfield,-,6,-4.272769910233393,R+4
Marshfield,-,7,-5.348052593319047,R+5
Mashpee,-,1,4.230883355406778,D+4
Mashpee,-,2,-0.9106781190636459,R+1
Mashpee,-,3,0.9112713957511787,D+1
Mashpee,-,4,5.848280862202271,D+6
Mashpee,-,5,-6.2667250057027,R+6
Mattapoisett,-,1,1.5957109863660057,D+2
Maynard,-,1,13.432885661050841,D+13
Maynard,-,2,18.695946667641174,D+19
Maynard,-,3,15.24807196176715,D+15
Maynard,-,4,14.461810954049126,D+14
Medfield,-,1,6.236161366237381,D+6
Medfield,-,2,3.484585318915445,D+3
Medfield,-,3,4.083625302952132,D+4
Medfield,-,4,2.5837594732022406,D+3
Medford,1,1,18.20631933327035,D+18
Medford,1,2,18.55338020687629,D+19
Medford,2,1,12.84867890763508,D+13
Medford,2,2,9.993128502738669,D+10
Medford,3,1,13.063002263288414,D+13
Medford,3,2,10.111563010985636,D+10
Medford,4,1,32.01007542919535,D+32
Medford,4,2,24.064205785586147,D+24
Medford,5,1,27.06143090801636,D+27
Medford,5,2,29.384193562178318,D+29
Medford,6,1,29.641752878881668,D+30
Medford,6,2,17.4954656553289,D+17
Medford,7,1,25.143336196778364,D+25
Medford,7,2,18.592475998215296,D+19
Medford,8,1,17.802447658307287,D+18
Medford,8,2,19.09306711608919,D+19
Medway,-,1,-0.8607804016721343,R+1
Medway,-,2,4.675559005635021,D+5
Medway,-,3,4.218701048777063,D+4
Medway,-,4,2.2058578630775094,D+2
Melrose,1,1,16.6157081976926,D+17
Melrose,1,2,18.222613105452933,D+18
Melrose,2,1,9.131399461475475,D+9
Melrose,2,2,13.46700242712837,D+13
Melrose,3,1,17.211966083874763,D+17
Melrose,3,2,15.180132404945256,D+15
Melrose,4,1,17.205473535549544,D+17
Melrose,4,2,-0.35762249461235296,EVEN
Melrose,5,1,18.63929638583125,D+19
Melrose,5,2,16.95788347974031,D+17
Melrose,6,1,17.763408616289922,D+18
Melrose,6,2,8.665693913201123,D+9
Melrose,7,1,11.523231182648509,D+12
Melrose,7,2,11.68824125429233,D+12
Mendon,-,1,-5.206383710045564,R+5
Merrimac,-,1,2.2908197513305417,D+2
Merrimac,-,2,1.2067585362749544,D+1
Methuen,-,1,1.8674324573509926,D+2
Methuen,-,10,5.443753773829785,D+5
Methuen,-,11,-6.933900462594384,R+7
Methuen,-,12,-4.688661112192799,R+5
Methuen,-,2,31.737294326258215,D+32
Methuen,-,3,3.0022291473037033,D+3
Methuen,-,4,3.7064334354611095,D+4
Methuen,-,5,11.712596042672052,D+12
Methuen,-,6,6.988458629606697,D+7
Methuen,-,7,-0.8142957910753368,R+1
Methuen,-,8,-10.029176396774803,R+10
Methuen,-,9,-8.113213973252032,R+8
Middleborough,-,1,-7.841206993637084,R+8
Middleborough,-,2,-2.8149176421449984,R+3
Middleborough,-,3,-8.980522679643748,R+9
Middleborough,-,4,-3.5941892005042164,R+4
Middleborough,-,5,-10.177242513833168,R+10
Middleborough,-,6,-7.920106855336967,R+8
Middlefield,-,1,13.492055199180387,D+13
Middleton,-,1,-8.145869717433051,R+8
Middleton,-,2,-8.125403259612963,R+8
Milford,-,1,9.491085083297012,D+9
Milford,-,2,8.484739463698432,D+8
Milford,-,3,2.6031317093271222,D+3
Milford,-,4,12.404367425468067,D+12
Milford,-,5,2.214431372093595,D+2
Milford,-,6,7.52887906069043,D+8
Milford,-,7,2.0867371521072764,D+2
Milford,-,8,6.592675193036445,D+7
Millbury,-,1,-1.1639401144582284,R+1
Millbury,-,2,-5.095638722219059,R+5
Millbury,-,3,-1.5502957594442757,R+2
Millbury,-,4,0.46070730000840054,EVEN
Millis,-,1,3.3267564478968503,D+3
Millis,-,2,4.434389786893245,D+4
Millis,-,3,2.674577354394303,D+3
Millville,-,1,-7.248609345217616,R+7
Milton,-,1,32.899770241894444,D+33
Milton,-,10,28.83897126304206,D+29
Milton,-,2,28.36116898122367,D+28
Milton,-,3,14.034127812602403,D+14
Milton,-,4,22.109121193295568,D+22
Milton,-,5,13.124623334292785,D+13
Milton,-,6,3.1867098468829513,D+3
Milton,-,7,6.09298062958562,D+6
Milton,-,8,4.654053183158324,D+5
Milton,-,9,-2.4321963629899135,R+2
Monroe,-,1,3.2724251025011197,D+3
Monson,-,A,-3.0333285375845676,R+3
Monson,-,B,-3.8281666134752146,R+4
Monson,-,C,-1.2723860274835186,R+1
Montague,-,1,28.963347753257562,D+29
Montague,-,2,21.24039819404835,D+21
Montague,-,3,19.19270214346781,D+19
Montague,-,4,21.269265372712486,D+21
Montague,-,5,33.16074956629728,D+33
Montague,-,6,20.762571065425295,D+21
Monterey,-,1,30.362971542362626,D+30
Montgomery,-,1,-8.51678671237805,R+9
Mount Washington,-,1,29.17539269328596,D+29
N. Adams,1,1,21.43300745799872,D+21
N. Adams,2,2,25.346972177048187,D+25
N. Adams,3,3,27.497866961022822,D+27
N. Adams,4,4,19.327477892848023,D+19
N. Adams,5,5,25.612898145482287,D+26
N. Andover,-,1,5.278943627656796,D+5
N. Andover,-,2,2.4107613080470935,D+2
N. Andover,-,3,3.829539661761594,D+4
N. Andover,-,4,0.9306792485429538,D+1
N. Andover,-,5,2.218377109677616,D+2
N. Andover,-,6,-7.190521042263209,R+7
N. Andover,-,7,3.2247642660912623,D+3
N. Andover,-,8,-5.95615655369171,R+6
N. Attleborough,-,1,2.011550792376704,D+2
N. Attleborough,-,2,-2.6065815640015533,R+3
N. Attleborough,-,3,-8.36804005752993,R+8
N. Attleborough,-,4,4.757454950015882,D+5
N. Attleborough,-,5,-0.662449250078978,R+1
N. Attleborough,-,6,-2.470818140742126,R+2
N. Attleborough,-,7,-2.8318636395509964,R+3
N. Attleborough,-,8,-3.341776610983965,R+3
N. Attleborough,-,9,-3.218558975764757,R+3
N. Brookfield,-,1,-9.373337833959495,R+9
N. Reading,-,1,-5.065912742362016,R+5
N. Reading,-,2,-0.10452524520132567,EVEN
N. Reading,-,3,-2.6495060041590577,R+3
N. Reading,-,4,-2.342635865641501,R+2
Nahant,-,1,9.160695319903612,D+9
Nantucket,-,1,14.628150463825818,D+15
Natick,-,1,23.376670172499615,D+23
Natick,-,10,14.293201586905802,D+14
Natick,-,2,16.455264094124956,D+16
Natick,-,3,14.835489974965466,D+15
Natick,-,4,18.259802589878603,D+18
Natick,-,5,11.740232269046446,D+12
Natick,-,6,14.115474145714902,D+14
Natick,-,7,19.792490243841744,D+20
Natick,-,8,18.59670155322518,D+19
Natick,-,9,18.70850597975846,D+19
Needham,-,A,14.588511296437467,D+15
Needham,-,B,14.746897834737826,D+15
Needham,-,C,15.907947704535076,D+16
Needham,-,D,16.743829833800305,D+17
Needham,-,E,15.583376862605414,D+16
Needham,-,F,19.917920617898986,D+20
Needham,-,G,19.030651226677286,D+19
Needham,-,H,14.582780467907563,D+15
Needham,-,I,21.3095603810157,D+21
Needham,-,J,18.29105013363719,D+18
New Ashford,-,1,20.938600390627627,D+21
New Bedford,1,A,9.406916948984401,D+9
New Bedford,1,B,11.488091102433307,D+11
New Bedford,1,C,12.715510918419303,D+13
New Bedford,1,D,6.851968672342224,D+7
New Bedford,1,E,14.41635305952811,D+14
New Bedford,1,F,9.67812191614772,D+10
New Bedford,2,A,29.522001517275765,D+30
New Bedford,2,B,22.182231037957088,D+22
New Bedford,2,C,20.18190451198052,D+20
New Bedford,2,D,14.001817193785794,D+14
New Bedford,2,E,14.626075512729763,D+15
New Bedford,2,F,16.85182956900235,D+17
New Bedford,3,A,28.799049412311263,D+29
New Bedford,3,B,32.083496756089524,D+32
New Bedford,3,C,27.391014846090854,D+27
New Bedford,3,D,25.309516509821528,D+25
New Bedford,3,E,19.26508459779913,D+19
New Bedford,3,F,19.023569687130482,D+19
New Bedford,4,A,40.10055810939059,D+40
New Bedford,4,B,32.514663446681205,D+33
New Bedford,4,C,31.37239487732354,D+31
New Bedford,4,D,26.632935559785764,D+27
New Bedford,4,E,21.142983244179693,D+21
New Bedford,4,F,31.760187340263357,D+32
New Bedford,5,A,24.910128940419085,D+25
New Bedford,5,B,26.861055573154058,D+27
New Bedford,5,C,19.647409085758284,D+20
New Bedford,5,D,24.940542825878488,D+25
New Bedford,5,E,14.078385663363635,D+14
New Bedford,5,F,17.53235984562913,D+18
New Bedford,6,A,14.878395033897995,D+15
New Bedford,6,B,17.58395943283244,D+18
New Bedford,6,C,30.436844348593674,D+30
New Bedford,6,D,27.608530818958087,D+28
New Bedford,6,E,28.397562349804605,D+28
New Bedford,6,F,23.10145670498054,D+23
New Braintree,-,1,-3.9162195861435767,R+4
New Marlborough,-,1,19.749999252489058,D+20
New Salem,-,1,11.948375588796434,D+12
Newbury,-,1,6.981344867808337,D+7
Newbury,-,2,0.8822130365568337,D+1
Newburyport,1,1,19.898424551081206,D+20
Newburyport,1,P,6.03723548009345,D+6
Newburyport,2,1,23.568582144019558,D+24
Newburyport,3,1,17.96203469767731,D+18
Newburyport,4,1,16.152249015935205,D+16
Newburyport,5,1,5.566552137292047,D+6
Newburyport,6,1,8.004112948348752,D+8
Newton,1,1,16.993238187720983,D+17
Newton,1,2,29.12830753615736,D+29
Newton,1,3,32.24251057258658,D+32
Newton,1,4,14.675453682054652,D+15
Newton,2,1,24.233012554611,D+24
Newton,2,2,28.474389965257863,D+28
Newton,2,3,31.582813975620617,D+32
Newton,2,4,31.54357355517029,D+32
Newton,3,1,24.280659687759197,D+24
Newton,3,2,29.25988104278724,D+29
Newton,3,3,20.06073417364369,D+20
Newton,3,4,20.66418634672138,D+21
Newton,4,1,24.56155579027023,D+25
Newton,4,2,31.66693578458064,D+32
Newton,4,3,27.38039544541122,D+27
Newton,4,4,22.04963845518616,D+22
Newton,5,1,25.18080143755451,D+25
Newton,5,2,33.31214230509979,D+33
Newton,5,3,30.483294279727602,D+30
Newton,5,4,30.666137947033633,D+31
Newton,6,1,23.559934622683897,D+24
Newton,6,2,32.14841647849249,D+32
Newton,6,3,36.06235853676445,D+36
Newton,6,4,33.209984528302925,D+33
Newton,7,1,22.423854672174436,D+22
Newton,7,2,26.859794523203874,D+27
Newton,7,3,27.435321030102923,D+27
Newton,7,4,21.38843299737464,D+21
Newton,8,1,16.667497771767337,D+17
Newton,8,2,14.420084075176497,D+14
Newton,8,3,21.006115462773757,D+21
Newton,8,4,19.987575434402714,D+20
Norfolk,-,1,-3.739926107021474,R+4
Norfolk,-,2,-1.1161827435535399,R+1
Norfolk,-,3,-4.102259441604916,R+4
Northampton,1,A,37.00405863750543,D+37
Northampton,1,B,33.332902454724746,D+33
Northampton,2,A,42.66641346707771,D+43
Northampton,2,B,43.14775937967589,D+43
Northampton,3,A,38.851749024521666,D+39
Northampton,3,B,39.45654353184247,D+39
Northampton,4,A,41.60532236396981,D+42
Northampton,4,B,39.1779927277911,D+39
Northampton,5,A,35.36553962917046,D+35
Northampton,5,B,36.66072388612284,D+37
Northampton,6,A,24.708982062897476,D+25
Northampton,6,B,27.715225891455752,D+28
Northampton,7,A,31.7165665356401,D+32
Northampton,7,B,29.555944789810884,D+30
Northborough,-,1,7.0870605857826785,D+7
Northborough,-,2,6.703661734046706,D+7
Northborough,-,3,7.570851341653928,D+8
Northborough,-,4,5.26903281924076,D+5
Northbridge,-,1,-4.607443218070184,R+5
Northbridge,-,2,-2.8909719031777694,R+3
Northbridge,-,3,-4.361420581298741,R+4
Northbridge,-,4,-9.819360800086018,R+10
Northfield,-,1,16.34352067359669,D+16
Norton,-,1,-2.623039148176942,R+3
Norton,-,2,-2.980649655945861,R+3
Norton,-,3,3.496015380835915,D+3
Norton,-,4,-1.3784454592424167,R+1
Norton,-,5,-2.665331171076052,R+3
Norwell,-,1,-3.2637557239900805,R+3
Norwell,-,2,-4.506483546881074,R+5
Norwell,-,3,-3.014140444627811,R+3
Norwood,-,1,7.264846528104229,D+7
Norwood,-,2,7.8903362167458635,D+8
Norwood,-,3,8.24475657602165,D+8
Norwood,-,4,3.954823849977529,D+4
Norwood,-,5,15.05184496664651,D+15
Norwood,-,6,8.283463912633582,D+8
Norwood,-,7,5.7316138237477166,D+6
Norwood,-,8,10.424631128612816,D+10
Norwood,-,9,1.189490747782529,D+1
Oak Bluffs,-,1,21.07676636024355,D+21
Oakham,-,1,-8.351369675456516,R+8
Orange,-,1,0.47131174217722727,EVEN
Orange,-,2,3.3691913935349205,D+3
Orleans,-,1,8.63080360555728,D+9
Otis,-,1,4.596520470220645,D+5
Oxford,-,1,-5.312633841022213,R+5
Oxford,-,2,-5.958344128268117,R+6
Oxford,-,3,-4.612659039438604,R+5
Oxford,-,4,-5.549627518507122,R+6
Palmer,-,1,-2.1417872961692064,R+2
Palmer,-,1A,-4.223439248201943,R+4
Palmer,-,2,-4.617573103225181,R+5
Palmer,-,3,3.3834667554589304,D+3
Palmer,-,4,-2.4814638656735664,R+2
Paxton,-,1,-3.802424067936289,R+4
Peabody,1,1,6.723882151881011,D+7
Peabody,1,2,-1.6511420603476268,R+2
Peabody,1,3,0.7857870026554692,D+1
Peabody,2,1,18.874798032460248,D+19
Peabody,2,2,16.24933364506861,D+16
Peabody,2,3,2.908764033187383,D+3
Peabody,3,1,20.68396976418011,D+21
Peabody,3,2,13.950729499915893,D+14
Peabody,3,3,7.741405489203023,D+8
Peabody,4,1,5.631852360026201,D+6
Peabody,4,2,3.9957875540884813,D+4
Peabody,4,3,4.540066938186693,D+5
Peabody,4,3A,11.903171233247246,D+12
Peabody,5,1,-0.24267026042033013,EVEN
Peabody,5,2,0.2819332266188135,EVEN
Peabody,5,3,1.0413579211139612,D+1
Peabody,6,1,-6.09661958059195,R+6
Peabody,6,2,-4.964009006026016,R+5
Peabody,6,3,-5.7593534844002985,R+6
Pelham,-,1,34.98290395541842,D+35
Pembroke,-,1,-2.9652119300169586,R+3
Pembroke,-,2,-2.5551203463388683,R+3
Pembroke,-,3,-3.1254653282360323,R+3
Pembroke,-,4,-3.2058802017710386,R+3
Pembroke,-,5,-6.039288652912372,R+6
Pepperell,-,1,-5.111024780948769,R+5
Pepperell,-,2,-2.720101328413943,R+3
Pepperell,-,3,-4.759878028022918,R+5
Peru,-,1,11.262997436891231,D+11
Petersham,-,1,5.645233453570331,D+6
Phillipston,-,1,-6.408719009176117,R+6
Pittsfield,1,A,24.439631943172767,D+24
Pittsfield,1,B,24.325564932541955,D+24
Pittsfield,2,A,33.92170410901828,D+34
Pittsfield,2,B,26.095394815714734,D+26
Pittsfield,3,A,28.15616856307077,D+28
Pittsfield,3,B,25.936787824903384,D+26
Pittsfield,4,A,23.67416500082804,D+24
Pittsfield,4,B,20.1447742133954,D+20
Pittsfield,5,A,29.301651058398946,D+29
Pittsfield,5,B,23.9609682499765,D+24
Pittsfield,6,A,26.76661958726164,D+27
Pittsfield,6,B,24.75131200772506,D+25
Pittsfield,7,A,26.78566797015418,D+27
Pittsfield,7,B,24.35972086163458,D+24
Plainfield,-,1,22.789057119133126,D+23
Plainville,-,1,-0.3717033754039645,EVEN
Plainville,-,2,-2.3718638588045793,R+2
Plainville,-,3,-5.281086603184503,R+5
Plymouth,-,1,6.409612005424659,D+6
Plymouth,-,10,-0.9369126801350935,R+1
Plymouth,-,11,-1.765884380679883,R+2
Plymouth,-,12,-3.847549651735199,R+4
Plymouth,-,13,0.22064811236796045,EVEN
Plymouth,-,14,-5.642275494565724,R+6
Plymouth,-,15,0.7161817471048382,D+1
Plymouth,-,2,4.182748460605157,D+4
Plymouth,-,3,8.300048439822527,D+8
Plymouth,-,4,4.946727254642602,D+5
Plymouth,-,5,-2.7218656230599714,R+3
Plymouth,-,6,3.028030145152283,D+3
Plymouth,-,7,0.36572794663325414,EVEN
Plymouth,-,8,-1.9484903456870595,R+2
Plymouth,-,9,-4.012000918790715,R+4
Plympton,-,1,-6.143700940130953,R+6
Princeton,-,1,1.3531102401482809,D+1
Provincetown,-,1,39.419071682495456,D+39
Quincy,1,1,13.342212374738793,D+13
Quincy,1,2,18.63771082192428,D+19
Quincy,1,3,15.329296802229953,D+15
Quincy,1,4,3.1620188073348987,D+3
Quincy,1,5,5.104146383757213,D+5
Quincy,2,1,12.230141834778918,D+12
Quincy,2,2,16.54134891611767,D+17
Quincy,2,3,19.546040422637812,D+20
Quincy,2,3A,-1.3048524586474097,R+1
Quincy,2,4,16.281346503388015,D+16
Quincy,2,5,13.228369158445174,D+13
Quincy,3,1,13.252038669217992,D+13
Quincy,3,2,15.50148624044434,D+16
Quincy,3,3,17.916568877831697,D+18
Quincy,3,4,6.444140774216789,D+6
Quincy,3,5,20.246130587767297,D+20
Quincy,4,1,14.306502573586455,D+14
Quincy,4,2,9.741601578896075,D+10
Quincy,4,3,4.343327044010081,D+4
Quincy,4,4,22.00233725163332,D+22
Quincy,4,5,15.37589823898159,D+15
Quincy,5,1,18.95584202427536,D+19
Quincy,5,2,18.629341848306748,D+19
Quincy,5,3,13.865726407299938,D+14
Quincy,5,4,11.130845751619434,D+11
Quincy,5,5,10.890249794458295,D+11
Quincy,6,1,15.444708274988617,D+15
Quincy,6,2,17.354836676711482,D+17
Quincy,6,3,8.719945991198475,D+9
Quincy,6,4,18.668467939121204,D+19
Quincy,6,5,1.644233733901912,D+2
Randolph,-,1,25.857077292416463,D+26
Randolph,-,10,24.58930026885725,D+25
Randolph,-,11,21.853349455193282,D+22
Randolph,-,12,21.620391350235614,D+22
Randolph,-,2,31.702238323336008,D+32
Randolph,-,3,26.075390293734458,D+26
Randolph,-,4,25.10565943573545,D+25
Randolph,-,5,22.573055119775788,D+23
Randolph,-,6,26.564643588742797,D+27
Randolph,-,7,24.764851889687723,D+25
Randolph,-,8,30.86101042179601,D+31
Randolph,-,9,31.147659624077097,D+31
Raynham,-,1,-4.284296959395589,R+4
Raynham,-,1A,-2.6883070374763065,R+3
Raynham,-,2,-6.219717432907523,R+6
Raynham,-,2A,-14.675763072959786,R+15
Raynham,-,3,-5.016919906722545,R+5
Raynham,-,4,-2.2313931131815066,R+2
Reading,-,1,2.078302116342734,D+2
Reading,-,2,7.177946874439501,D+7
Reading,-,3,4.612603140375371,D+5
Reading,-,4,6.465299206590169,D+6
Reading,-,5,12.351208323334728,D+12
Reading,-,6,7.047743016874364,D+7
Reading,-,7,7.257105676164743,D+7
Reading,-,8,2.3325246372841946,D+2
Rehoboth,-,1,-7.389107622789997,R+7
Rehoboth,-,2,-5.427339793538854,R+5
Rehoboth,-,3,-5.318925515311901,R+5
Revere,1,1,16.81916317455564,D+17
Revere,1,2,17.446456032406722,D+17
Revere,1,3,17.695502025578037,D+18
Revere,2,1,24.725660837848483,D+25
Revere,2,2,23.185403185870257,D+23
Revere,2,3,34.27740497111734,D+34
Revere,2,3A,20.595880335792415,D+21
Revere,3,1,9.692204787015335,D+10
Revere,3,2,16.496700826776834,D+16
Revere,3,3,13.316458609101467,D+13
Revere,4,1,11.473420494854537,D+11
Revere,4,2,15.588020466041685,D+16
Revere,4,3,9.999932116267674,D+10
Revere,5,1,5.670696350855186,D+6
Revere,5,1A,10.119537065271444,D+10
Revere,5,2,11.221331035278014,D+11
Revere,5,2A,24.585809027992667,D+25
Revere,5,3,12.535444691607655,D+13
Revere,6,1,0.6195612066204559,D+1
Revere,6,2,1.589732794808807,D+2
Revere,6,3,19.11299209853029,D+19
Richmond,-,1,24.408637864927474,D+24
Rochester,-,1,-7.302942338664742,R+7
Rockland,-,1,1.4846479107082478,D+1
Rockland,-,2,0.46352140777065065,EVEN
Rockland,-,3,2.9856504736212264,D+3
Rockland,-,4,2.545587104496072,D+3
Rockland,-,5,-1.254831705356152,R+1
Rockland,-,6,-3.344425066222251,R+3
Rockport,-,1,16.349513534275705,D+16
Rockport,-,2,16.04449431591741,D+16
Rockport,-,3,13.786228624779218,D+14
Rowe,-,1,6.301377386420281,D+6
Rowley,-,1,-4.876198961851685,R+5
